2025-07-10 02:24:32,067 INFO    MainThread:56030 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_setup.py:_flush():80] Configure stats pid to 56030
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_setup.py:_flush():80] Loading settings from /Users/s/.config/wandb/settings
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_setup.py:_flush():80] Loading settings from /Users/s/Desktop/GAN/diffusion-cifar10/wandb/settings
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/s/Desktop/GAN/diffusion-cifar10/wandb/run-20250710_022432-mivx302l/logs/debug.log
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/s/Desktop/GAN/diffusion-cifar10/wandb/run-20250710_022432-mivx302l/logs/debug-internal.log
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_init.py:init():830] calling init triggers
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'dataset': 'cifar10', 'batch_size': 64, 'learning_rate': 0.0002, 'num_epochs': 100, 'image_size': 32, 'channels': 3, 'model': {'dim': 64, 'dim_mults': [1, 2, 4, 8], 'num_resnet_blocks': 2, 'attn_resolutions': [16, 8], 'dropout': 0.1}, 'diffusion': {'timesteps': 1000, 'beta_schedule': 'cosine', 'loss_type': 'l2'}, 'wandb': {'project': 'diffusion-cifar10', 'entity': 'reshuffle', 'log_interval': 100}, 'use_perceptual_loss': True, 'perceptual_weight': 0.1, 'feature_matching': True, 'feature_weight': 0.05, '_wandb': {}}
2025-07-10 02:24:32,068 INFO    MainThread:56030 [wandb_init.py:init():871] starting backend
2025-07-10 02:24:32,299 INFO    MainThread:56030 [wandb_init.py:init():874] sending inform_init request
2025-07-10 02:24:32,324 INFO    MainThread:56030 [wandb_init.py:init():882] backend started and connected
2025-07-10 02:24:32,326 INFO    MainThread:56030 [wandb_init.py:init():953] updated telemetry
2025-07-10 02:24:32,327 INFO    MainThread:56030 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-07-10 02:24:33,182 INFO    MainThread:56030 [wandb_init.py:init():1029] starting run threads in backend
2025-07-10 02:24:33,252 INFO    MainThread:56030 [wandb_run.py:_console_start():2458] atexit reg
2025-07-10 02:24:33,252 INFO    MainThread:56030 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-07-10 02:24:33,252 INFO    MainThread:56030 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-07-10 02:24:33,253 INFO    MainThread:56030 [wandb_run.py:_redirect():2398] Redirects installed.
2025-07-10 02:24:33,254 INFO    MainThread:56030 [wandb_init.py:init():1075] run started, returning control to user process
